"Survey","HaulID","Area.swept","Area.doors"
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60019 24",0.0221433057730061,0.0997730838657153
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60032 37",0.0674033698729781,0.306009040251228
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60015 20",0.0610243031118449,0.262170634086823
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 49 18",0.118737445054117,0.453224090945788
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 48 17",0.11204008661872,0.40719831157812
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 45 14",0.120361509356568,0.464385032380316
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 42 11",0.11204008661872,0.40719831157812
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 44 13",0.120361509356568,0.464385032380316
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 53 22",0.130760196096246,0.535847186632713
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 41 10",0.111396999809257,0.402778871900205
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 43 12",0.117863418706239,0.447217581926302
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 54 23",0.129897238133281,0.529916742086533
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 40 9",0.110033089842127,0.393405770575253
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 55 24",0.125646480472157,0.500704562964941
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 38 7",0.124163825927112,0.490515421734564
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 36 5",0.122877193997074,0.481673392759925
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 39 8",0.125646480472157,0.500704562964941
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 47 16",0.126746202543059,0.508262104626979
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 46 15",0.120361509356568,0.464385032380316
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 51 20",0.122195511977513,0.476988717968535
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 52 21",0.126746202543059,0.508262104626979
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 64 33",0.117863418706239,0.447217581926302
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 65 34",0.128027992939332,0.517070861473951
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 60 29",0.1289882344663,0.523669860928176
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 62 31",0.132172583416054,0.545553435415755
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 61 30",0.128027992939332,0.517070861473951
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 63 32",0.132172583416054,0.545553435415755
"NS-IBTS","NS-IBTS 1972 1 NO 58J2 GOV 60012 20",0.123379528416509,0.549207903750394
"NS-IBTS","NS-IBTS 1972 1 NO 58J2 GOV 60011 19",0.138092061363246,0.61363525054994
"NS-IBTS","NS-IBTS 1972 1 NO 58J2 GOV 60009 17",0.128096100473317,0.576381188038715
"NS-IBTS","NS-IBTS 1972 1 NO 58J2 GOV 60005 13",0.140434826430433,0.614015034278033
"NS-IBTS","NS-IBTS 1973 1 GB-SCT 74EX GOV 34 34",0.11956881861884,0.45893748028147
